ID,NAME
00625K,富邦上証+R
01001T,土銀富邦R1
01002T,土銀國泰R1
01003T,兆豐新光R1
01004T,土銀富邦R2
01007T,兆豐國泰R2
01009T,王道圓滿R1
01010T,京城樂富R1
020000,富邦特選蘋果N
02001L,富邦蘋果正二N
02001R,富邦蘋果反一N
020002,元富新中國N
020004,兆豐電菁英30N
020006,永昌中小300N
020007,凱基臺灣500N
020008,元大特股高息N
020011,統一微波高息20N
020012,富邦行動通訊N
020015,統一MSCI美低波N
020016,統一MSCI美科技N
020018,統一價值成長30N
020019,統一特選台灣5GN
020020,元大台股領航N
020022,元大電動車N
1342,八貫
1416,廣豐
1435,中福
1437,勤益控
1516,川飛
2062,橋椿
2348,海悅
2358,廷鑫
2443,億麗
2496,卓越
2514,龍邦
2904,匯僑
3040,遠見
3557,嘉威
4536,拓凱
5284,jpp-KY
5871,中租-KY
5871A,中租-KY甲特
6184,大豐電
6464,台數科
6504,南六
6581,鋼聯
6592,和潤企業
6625,必應
6641,基士德-KY
6655,科定
6670,復盛應用
6671,三能-KY
6754,匯僑設計
8033,雷虎
03048F,恒指麥證02購01
03049F,恒指麥證02購02
03050F,恒指麥證02購03
03051F,恒指麥證02購04
03052F,恒指麥證03購01
03053F,恒指麥證03購02
03054F,恒指麥證03購03
03055F,恒指麥證04購01
03056F,恒指麥證04購02
03057F,恒指麥證04購03
03058F,恒指麥證05購01
03059F,恒指麥證05購02
042792,T50反1台新9C購01
042793,台積電台新9C購01
042953,鴻海台新01購01
043442,大立光台新01購01
050957,T50反1台新05購01
051795,T50反1台新05購02
052299,T50反1台新05購03
053951,T50反1台新06購02
054040,中石化元大9C購01
054106,元油反凱基9C購01
054369,鴻海中信9C購01
054371,台積電中信9C購01
054471,T50反1中信9C購01
054477,聯發科中信9C購02
054543,元金2X中信01購01
055376,群創元大01購01
055409,元黃金富邦01購01
055521,S&P反1群益01購01
03006Q,恒指麥證02售05
03007Q,恒指麥證02售06
03008Q,恒指麥證02售07
03009Q,恒指麥證02售08
03010Q,恒指麥證03售04
03011Q,恒指麥證03售05
03012Q,恒指麥證03售06
03013Q,恒指麥證04售04
03014Q,恒指麥證04售05
03015Q,恒指麥證04售06
03016Q,恒指麥證05售03
03017Q,恒指麥證05售04
03001P,玉晶光群益02售17
03002P,玉晶光群益02售18
03003P,京鼎群益01售02
03004P,華擎群益02售02
03005P,旭富群益01售05
03006P,華通永豐01售01
03007P,玉晶光永豐01售01
03008P,玉晶光中信01售01
03009P,玉晶光凱基01售08
03010P,國巨國泰03售01
03011P,臺股指富邦01售01
03012P,臺股指富邦01售02
03013P,華新科永豐01售01
03014P,玉晶光永豐01售05
03015P,玉晶光永豐01售06
03016P,滬深2X群益01售09
03017P,深中小群益01售02
03018P,華邦電群益01售03
^TOEI,非電指
NFNEW,未金電
^TSE50,50指數
TWMC,中百指
TWIT,資科指
TWDP,高息指
TWEI,發達指
CG100,治理百
EDRL2,電2X指
EDRIN,電反指
EMP99,就業99
FRMSA,寶島指
TTDRL2,臺2X指
TTDRIN,臺反指
SC300,小300
FDRL2,金2X指
FDRIN,金反指
DVA100,漲升股利100指
DVA150,漲升股利150指
BC30,藍籌30指
BC30-1,藍籌30反向一倍指
INE30,工業菁英30指
ITE30,電子菁英30指
LV30,低波動股利精選30指
LB100,低貝塔100指
SAM50,中小A動能50指
SMC50,中小精選50指
IX0103,臺灣生技指
IX0104,特選高息低波指
IX0106,工業菁英30反一指
03662C,FBVIX凱基03牛01
03669C,滬深2X元富09牛01
03675C,臺股指元大04牛02
03676C,臺股指元大04牛03
03677C,臺股指元大05牛02
03678C,臺股指凱基01牛02
03679C,臺股指元大04牛04
03681C,台灣50凱基02牛02
03684C,臺股指元大06牛01
03686C,臺股指元大04牛05
03690C,臺股指凱基01牛13
03694C,臺股指元大04牛08
03698C,臺股指凱基02牛18
03700C,臺股指元大03牛17
03702C,臺股指凱基03牛21
03705C,臺股指凱基04牛21
03707C,台積電凱基05牛05
03708C,T50反1元大06牛02
03709C,臺股指元大05牛18
03710C,T50反1元大05牛04
03711C,臺股指凱基05牛26
03712C,T50反1凱基06牛06
03713C,臺股指元大04牛31
03714C,T50反1元大07牛03
03715C,T50反1凱基08牛02
03716C,T50反1凱基0C牛01
03717C,T50反1元大06牛03
03718C,臺股指元大05牛53
03719C,台積電富邦08牛08
03720C,臺股指凱基06牛29
03330B,臺股指元大73熊28
03467B,臺股指元大05熊17
03468B,臺股指凱基09熊01
03469B,臺股指元大05熊32
03470B,臺股指元大06熊02
03471B,臺股指凱基05熊27
03472B,臺股指元大05熊42
03473B,臺股指凱基06熊08
03474B,臺股指凱基06熊10
03475B,臺股指元大06熊10
03476B,臺股指元大06熊11
03477B,臺股指元大09熊01
03478B,臺股指凱基09熊02
03479B,臺股指凱基06熊30
03480B,臺股指凱基0C熊02
